44,Private,Some-college,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,1698,38,United-States,<=50K
21,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
37,Private,11th,Separated,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
21,State-gov,Assoc-voc,Never-married,Other-service,Own-child,White,Female,0,0,14,United-States,<=50K
55,Private,Some-college,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,4009,0,40,United-States,<=50K
34,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,Mexico,>50K
58,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
52,Self-emp-inc,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
55,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,Some-college,Separated,Sales,Husband,White,Male,0,0,40,United-States,>50K
32,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
44,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,5361,0,40,United-States,>50K
21,Private,Assoc-voc,Never-married,Exec-managerial,Wife,White,Female,0,0,50,United-States,<=50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,Mexico,<=50K
68,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,33,United-States,<=50K
42,Private,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,4688,0,61,United-States,>50K
41,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Local-gov,7th-8th,Never-married,Other-service,Unmarried,White,Female,0,0,7,United-States,<=50K
47,Private,Bachelors,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
